id,titulo,artista,ano,genero,danceability,energy,valence,acousticness,instrumentalness,speechiness,liveness,loudness,tempo,duration_ms,popularidade,hit
844,Faixa 0844,Artista 144,2017,sertanejo,0.813,0.526,0.45,0.237,0.0569,0.136,0.198,-8.83,139,228407,61,0
845,Faixa 0845,Artista 028,2017,trap,0.517,0.671,0.299,0.351,0.172,0.208,0.205,-1.0,112,206802,48,0
846,Faixa 0846,Artista 262,2016,rock,0.508,0.696,0.798,0.192,0.0034,0.053,0.196,-4.82,134,174682,96,0
847,Faixa 0847,Artista 024,2011,sertanejo,0.632,0.779,0.442,0.317,0.254,0.02,0.212,-5.32,95,193296,28,0
848,Faixa 0848,Artista 072,2019,trap,0.314,0.553,0.472,0.158,0.0363,0.068,0.193,-5.99,122,223200,69,0
849,Faixa 0849,Artista 079,2014,rock,0.593,0.795,0.53,0.454,0.1275,0.06,0.167,-10.92,114,210574,78,0
850,Faixa 0850,Artista 005,2017,eletronica,0.742,0.539,0.446,0.331,0.2404,0.048,0.217,-7.85,114,163084,75,0
851,Faixa 0851,Artista 203,2020,funk,0.759,0.667,0.819,0.287,0.2819,0.254,0.327,-9.81,154,164512,90,0
852,Faixa 0852,Artista 157,2022,funk,0.561,0.613,0.413,0.278,0.1977,0.024,0.28,-7.34,126,178673,0,0
853,Faixa 0853,Artista 114,2022,funk,0.596,0.626,0.332,0.122,0.0096,0.02,0.19,-9.66,103,223050,81,0
854,Faixa 0854,Artista 056,2013,eletronica,0.704,0.704,0.271,0.337,0.0628,0.309,0.203,-7.31,96,176064,59,0
855,Faixa 0855,Artista 081,2017,pop,0.82,0.434,0.749,0.412,0.0652,0.066,0.349,-6.47,65,234257,77,0
856,Faixa 0856,Artista 032,2024,pop,0.468,0.411,0.653,0.189,0.0713,0.02,0.063,-5.52,101,181029,2,0
857,Faixa 0857,Artista 328,2024,eletronica,0.559,0.732,0.568,0.185,0.006,0.02,0.102,-6.15,101,216805,86,0
858,Faixa 0858,Artista 303,2015,eletronica,0.619,0.829,0.749,0.241,0.5504,0.076,0.616,-11.18,165,225162,63,0
859,Faixa 0859,Artista 065,2016,trap,0.441,0.794,0.839,0.16,0.063,0.116,0.105,-9.83,142,213039,81,0
860,Faixa 0860,Artista 295,2014,mpb,0.463,0.744,0.578,0.183,0.2314,0.238,0.222,-9.07,135,217520,48,0
861,Faixa 0861,Artista 305,2019,eletronica,0.541,0.74,0.623,0.5,0.1982,0.052,0.204,-6.6,133,213965,38,0
862,Faixa 0862,Artista 335,2011,pop,0.641,0.496,0.625,0.188,0.0319,0.02,0.04,-7.25,64,217238,70,0
863,Faixa 0863,Artista 247,2022,rock,0.747,0.261,0.657,0.616,0.1553,0.051,0.169,-6.97,101,195754,13,0
864,Faixa 0864,Artista 292,2021,sertanejo,0.225,0.536,0.474,0.259,0.0849,0.027,0.426,-7.45,77,183827,0,0
865,Faixa 0865,Artista 117,2020,funk,0.587,0.895,0.713,0.196,0.0646,0.106,0.286,-5.63,156,282462,99,1
866,Faixa 0866,Artista 008,2015,rock,0.668,0.699,0.818,0.289,0.0469,0.268,0.242,-9.64,159,236870,61,0
867,Faixa 0867,Artista 248,2020,mpb,0.579,0.801,0.334,0.474,0.2142,0.076,0.044,-12.44,68,284741,48,0
868,Faixa 0868,Artista 294,2020,rock,0.867,0.875,0.214,0.143,0.0798,0.097,0.259,-4.59,126,249398,100,1
869,Faixa 0869,Artista 046,2019,trap,0.402,0.747,0.49,0.169,0.2128,0.093,0.128,-8.75,169,221976,15,0
870,Faixa 0870,Artista 277,2019,eletronica,0.725,0.68,0.596,0.289,0.1202,0.02,0.131,-1.36,96,152452,81,0
871,Faixa 0871,Artista 342,2019,pop,0.804,0.472,0.682,0.322,0.1795,0.076,0.165,-6.86,106,303019,100,1
872,Faixa 0872,Artista 327,2022,eletronica,0.742,0.657,0.513,0.417,0.0283,0.042,0.077,-9.22,124,235308,66,0
873,Faixa 0873,Artista 064,2019,eletronica,0.553,0.303,0.44,0.141,0.0593,0.286,0.114,-8.51,131,138414,29,0
874,Faixa 0874,Artista 317,2019,rock,0.719,0.763,0.348,0.272,0.0368,0.089,0.046,-4.42,179,318671,78,0
875,Faixa 0875,Artista 222,2012,funk,0.492,0.624,0.978,0.075,0.2302,0.032,0.124,-4.56,153,212838,68,0
876,Faixa 0876,Artista 335,2016,eletronica,0.831,0.564,0.536,0.264,0.2027,0.177,0.098,-3.56,91,174652,82,0
877,Faixa 0877,Artista 134,2017,eletronica,0.664,0.587,0.771,0.136,0.0936,0.052,0.392,-7.8,141,229507,55,0
878,Faixa 0878,Artista 105,2010,funk,0.533,0.522,0.623,0.139,0.4485,0.137,0.172,-12.53,97,132175,15,0
879,Faixa 0879,Artista 317,2013,pop,0.65,0.388,0.546,0.158,0.2188,0.217,0.131,-1.17,164,164116,74,0
880,Faixa 0880,Artista 175,2017,eletronica,0.328,0.17,0.39,0.15,0.1099,0.105,0.245,-7.34,86,186121,0,0
881,Faixa 0881,Artista 198,2014,funk,0.552,0.554,0.049,0.663,0.0028,0.196,0.14,-7.49,84,255664,1,0
882,Faixa 0882,Artista 174,2024,trap,0.484,0.73,0.417,0.106,0.3703,0.271,0.104,-13.06,103,111372,60,0
883,Faixa 0883,Artista 339,2010,sertanejo,0.577,0.564,0.293,0.664,0.1502,0.085,0.054,-9.72,102,270046,25,0
884,Faixa 0884,Artista 107,2024,pop,0.701,0.557,0.244,0.169,0.2301,0.14,0.301,-6.89,108,241333,56,0
885,Faixa 0885,Artista 200,2012,mpb,0.555,0.762,0.197,0.454,0.097,0.094,0.184,-13.16,112,223273,39,0
886,Faixa 0886,Artista 210,2010,mpb,0.761,0.511,0.607,0.035,0.0406,0.077,0.054,-4.92,178,138552,68,0
887,Faixa 0887,Artista 243,2017,eletronica,0.516,0.467,0.848,0.616,0.1373,0.228,0.388,-6.68,187,159534,36,0
888,Faixa 0888,Artista 056,2010,rock,0.459,0.896,0.386,0.22,0.4841,0.063,0.112,-8.39,120,234552,63,0
889,Faixa 0889,Artista 148,2014,funk,0.587,0.441,0.811,0.32,0.3179,0.065,0.186,-7.54,121,192888,37,0
890,Faixa 0890,Artista 173,2015,sertanejo,0.439,0.789,0.573,0.598,0.0869,0.124,0.51,-3.66,122,278795,48,0
891,Faixa 0891,Artista 300,2013,sertanejo,0.561,0.578,0.472,0.573,0.5645,0.148,0.341,-5.72,132,276770,39,0
892,Faixa 0892,Artista 325,2016,mpb,0.73,0.794,0.425,0.462,0.4879,0.145,0.245,-4.09,103,162895,86,0
893,Faixa 0893,Artista 005,2015,pop,0.58,0.658,0.259,0.282,0.1227,0.087,0.311,-4.57,69,252767,66,0
894,Faixa 0894,Artista 098,2024,sertanejo,0.906,0.535,0.435,0.301,0.1719,0.171,0.132,-12.13,107,242259,59,0
895,Faixa 0895,Artista 249,2013,rock,0.595,0.382,0.331,0.276,0.1191,0.247,0.138,-6.81,94,229446,41,0
896,Faixa 0896,Artista 234,2021,funk,0.462,0.606,0.338,0.13,0.0367,0.255,0.027,-6.85,136,189757,39,0
897,Faixa 0897,Artista 328,2016,funk,0.908,0.553,0.309,0.127,0.2262,0.154,0.05,-1.0,117,165904,100,1
898,Faixa 0898,Artista 065,2020,mpb,0.805,0.61,0.391,0.195,0.2043,0.13,0.113,-5.89,128,304632,71,0
899,Faixa 0899,Artista 063,2020,trap,0.627,0.726,0.847,0.535,0.1075,0.127,0.109,-7.96,140,181166,84,0
900,Faixa 0900,Artista 235,2021,sertanejo,0.681,0.934,0.516,0.395,0.0892,0.217,0.182,-7.54,139,157184,83,0
901,Faixa 0901,Artista 055,2010,trap,0.487,0.478,0.211,0.092,0.0882,0.229,0.097,-4.83,175,92992,22,0
902,Faixa 0902,Artista 325,2011,pop,0.9,0.828,0.416,0.542,0.1265,0.04,0.25,-5.45,90,237376,100,1
903,Faixa 0903,Artista 039,2014,funk,0.6,0.65,0.312,0.24,0.1174,0.142,0.33,-12.52,83,105319,18,0
904,Faixa 0904,Artista 210,2011,pop,0.548,0.497,0.775,0.399,0.0542,0.174,0.079,-7.7,118,195210,46,0
905,Faixa 0905,Artista 247,2012,mpb,0.781,0.976,0.376,0.16,0.0855,0.02,0.162,-8.07,163,199945,86,0
906,Faixa 0906,Artista 068,2016,eletronica,0.637,0.428,0.845,0.483,0.1017,0.157,0.13,-8.25,133,275443,42,0
907,Faixa 0907,Artista 064,2023,trap,0.592,0.84,0.198,0.124,0.2445,0.147,0.166,-6.22,96,217894,100,1
908,Faixa 0908,Artista 293,2019,mpb,0.696,0.482,0.673,0.145,0.1758,0.095,0.198,-13.12,166,122976,72,0
909,Faixa 0909,Artista 298,2021,mpb,0.376,0.549,0.676,0.317,0.229,0.139,0.29,-6.67,113,259487,9,0
910,Faixa 0910,Artista 005,2011,pop,0.729,0.622,0.178,0.249,0.2542,0.143,0.338,-5.8,147,191860,65,0
911,Faixa 0911,Artista 111,2013,trap,0.452,0.355,0.323,0.135,0.1725,0.231,0.176,-4.32,149,262798,1,0
912,Faixa 0912,Artista 042,2022,funk,0.99,0.416,0.505,0.375,0.3253,0.098,0.066,-1.67,106,304428,100,1
913,Faixa 0913,Artista 057,2013,rock,0.428,0.312,0.855,0.4,0.0161,0.168,0.282,-8.06,150,139753,10,0
914,Faixa 0914,Artista 213,2011,rock,0.595,0.524,0.634,0.114,0.229,0.066,0.384,-10.29,127,174409,43,0
915,Faixa 0915,Artista 339,2013,funk,0.506,0.807,0.348,0.374,0.1155,0.186,0.02,-1.0,83,223076,99,1
916,Faixa 0916,Artista 034,2020,trap,0.582,0.638,0.68,0.34,0.3153,0.093,0.399,-14.28,151,194630,45,0
917,Faixa 0917,Artista 201,2011,sertanejo,0.76,0.552,0.585,0.583,0.059,0.135,0.181,-10.33,57,273909,100,1
918,Faixa 0918,Artista 189,2016,trap,0.625,0.545,0.245,0.305,0.315,0.023,0.227,-7.54,87,197577,9,0
919,Faixa 0919,Artista 152,2013,funk,0.559,0.75,0.622,0.109,0.1335,0.034,0.247,-4.17,149,151558,87,0
920,Faixa 0920,Artista 246,2024,pop,0.597,0.753,0.697,0.154,0.1897,0.222,0.132,-7.37,139,276408,77,0
921,Faixa 0921,Artista 201,2022,funk,0.367,0.75,0.44,0.322,0.0735,0.083,0.415,-6.28,139,265981,36,0
922,Faixa 0922,Artista 196,2012,eletronica,0.856,0.823,0.834,0.23,0.3541,0.088,0.254,-5.9,101,171087,100,1
923,Faixa 0923,Artista 324,2012,eletronica,0.616,0.665,0.424,0.259,0.0206,0.062,0.212,-8.65,105,144372,62,0
924,Faixa 0924,Artista 109,2017,eletronica,0.594,0.565,0.482,0.304,0.0993,0.134,0.105,-7.27,124,171297,51,0
925,Faixa 0925,Artista 114,2014,eletronica,0.547,0.718,0.461,0.319,0.1704,0.109,0.233,-6.68,114,209974,41,0
926,Faixa 0926,Artista 282,2020,funk,0.99,0.616,0.43,0.037,0.0303,0.087,0.444,-3.12,140,176942,100,1
927,Faixa 0927,Artista 333,2017,funk,0.623,0.822,0.352,0.184,0.0952,0.1,0.479,-1.0,101,311539,95,0
928,Faixa 0928,Artista 119,2014,pop,0.704,0.638,0.577,0.153,0.107,0.051,0.245,-5.82,111,172815,72,0
929,Faixa 0929,Artista 333,2020,funk,0.51,0.65,0.297,0.227,0.1271,0.031,0.395,-6.17,146,191924,48,0
930,Faixa 0930,Artista 004,2016,sertanejo,0.766,0.449,0.487,0.292,0.0842,0.051,0.494,-3.5,81,187548,66,0
931,Faixa 0931,Artista 304,2014,rock,0.497,0.22,0.079,0.088,0.0752,0.368,0.303,-7.14,105,309618,22,0
932,Faixa 0932,Artista 126,2010,rock,0.634,0.407,0.347,0.564,0.0666,0.089,0.303,-7.59,110,120379,43,0
933,Faixa 0933,Artista 322,2012,rock,0.721,0.727,0.461,0.29,0.0463,0.245,0.241,-8.06,138,158914,57,0
934,Faixa 0934,Artista 250,2024,funk,0.428,0.853,0.708,0.383,0.1954,0.051,0.588,-3.3,75,256262,60,0
935,Faixa 0935,Artista 029,2020,funk,0.494,0.83,0.557,0.188,0.1874,0.402,0.048,-7.3,55,215231,64,0
936,Faixa 0936,Artista 032,2011,sertanejo,0.823,0.577,0.643,0.316,0.0658,0.02,0.069,-3.26,123,222385,100,1
937,Faixa 0937,Artista 039,2014,eletronica,0.787,0.736,0.684,0.244,0.0876,0.199,0.323,-1.91,163,212861,100,1
938,Faixa 0938,Artista 256,2024,eletronica,0.643,0.716,0.51,0.114,0.0396,0.223,0.447,-7.56,89,151188,78,0
939,Faixa 0939,Artista 195,2010,eletronica,0.618,0.502,0.742,0.354,0.4553,0.036,0.319,-9.21,136,190713,29,0
940,Faixa 0940,Artista 317,2018,rock,0.498,0.777,0.187,0.431,0.2082,0.076,0.234,-10.29,78,209837,32,0
941,Faixa 0941,Artista 238,2020,mpb,0.676,0.948,0.289,0.114,0.0915,0.125,0.072,-9.07,151,180719,93,0
942,Faixa 0942,Artista 262,2010,mpb,0.599,0.352,0.461,0.384,0.0994,0.563,0.234,-8.65,149,246536,53,0
943,Faixa 0943,Artista 258,2017,trap,0.871,0.414,0.368,0.215,0.3116,0.034,0.32,-4.26,95,148158,76,0
944,Faixa 0944,Artista 216,2021,sertanejo,0.99,0.588,0.097,0.309,0.1532,0.078,0.124,-4.7,123,167846,100,1
945,Faixa 0945,Artista 042,2021,sertanejo,0.556,0.363,0.306,0.101,0.1736,0.088,0.319,-4.49,174,270862,28,0
946,Faixa 0946,Artista 159,2019,mpb,0.829,0.41,0.656,0.106,0.1232,0.104,0.152,-7.19,112,211609,92,0
947,Faixa 0947,Artista 026,2016,rock,0.583,0.738,0.756,0.498,0.0208,0.153,0.044,-8.49,162,170096,45,0
948,Faixa 0948,Artista 061,2023,sertanejo,0.722,0.715,0.545,0.253,0.0572,0.066,0.53,-2.78,136,201515,100,1
949,Faixa 0949,Artista 176,2021,mpb,0.503,0.702,0.586,0.059,0.3063,0.083,0.028,-6.72,113,130543,23,0
950,Faixa 0950,Artista 113,2013,mpb,0.617,0.773,0.611,0.266,0.2703,0.252,0.194,-8.24,70,224236,57,0
951,Faixa 0951,Artista 012,2018,sertanejo,0.538,0.968,0.357,0.354,0.2787,0.084,0.181,-4.99,100,222976,72,0
952,Faixa 0952,Artista 136,2018,eletronica,0.827,0.682,0.775,0.337,0.1693,0.18,0.177,-1.0,166,249390,93,0
953,Faixa 0953,Artista 115,2015,funk,0.756,0.464,0.376,0.399,0.1204,0.256,0.027,-5.62,100,232144,72,0
954,Faixa 0954,Artista 237,2019,sertanejo,0.427,0.599,0.343,0.34,0.095,0.199,0.253,-12.69,127,142461,18,0
955,Faixa 0955,Artista 028,2020,trap,0.546,0.474,0.199,0.087,0.1605,0.133,0.054,-8.45,182,282434,45,0
956,Faixa 0956,Artista 188,2020,funk,0.611,0.433,0.467,0.113,0.2786,0.144,0.483,-2.74,95,217576,33,0
957,Faixa 0957,Artista 148,2011,rock,0.706,0.822,0.311,0.593,0.0936,0.043,0.264,-1.69,121,178770,47,0
958,Faixa 0958,Artista 304,2024,rock,0.792,0.757,0.465,0.628,0.2956,0.253,0.422,-3.82,84,199191,84,0
959,Faixa 0959,Artista 176,2015,sertanejo,0.966,0.68,0.448,0.372,0.2377,0.187,0.121,-3.98,127,214471,97,0
960,Faixa 0960,Artista 049,2011,rock,0.739,0.523,0.545,0.461,0.0982,0.118,0.068,-2.69,55,221546,50,0
961,Faixa 0961,Artista 088,2010,eletronica,0.554,0.494,0.535,0.315,0.0069,0.025,0.143,-3.97,138,200345,50,0
962,Faixa 0962,Artista 347,2013,trap,0.688,0.513,0.722,0.163,0.2481,0.166,0.31,-8.83,158,131300,71,0
963,Faixa 0963,Artista 327,2013,pop,0.634,0.634,0.99,0.579,0.1683,0.161,0.249,-6.27,93,243680,73,0
964,Faixa 0964,Artista 290,2015,eletronica,0.433,0.627,0.232,0.165,0.0996,0.164,0.14,-16.31,118,96363,0,0
965,Faixa 0965,Artista 141,2010,pop,0.559,0.572,0.255,0.136,0.2821,0.107,0.323,-6.66,156,179452,33,0
966,Faixa 0966,Artista 253,2019,rock,0.503,0.257,0.706,0.136,0.2804,0.142,0.14,-7.88,131,197977,0,0
967,Faixa 0967,Artista 188,2017,funk,0.558,0.489,0.668,0.199,0.0927,0.135,0.219,-4.65,134,141559,51,0
968,Faixa 0968,Artista 234,2023,eletronica,0.606,0.446,0.902,0.535,0.0959,0.023,0.322,-4.96,85,210592,31,0
969,Faixa 0969,Artista 001,2020,funk,0.566,0.921,0.41,0.28,0.2506,0.111,0.201,-6.75,74,198361,67,0
970,Faixa 0970,Artista 306,2017,funk,0.683,0.571,0.733,0.092,0.0484,0.154,0.199,-5.33,138,257621,81,0
971,Faixa 0971,Artista 193,2022,rock,0.547,0.538,0.645,0.602,0.0651,0.134,0.448,-9.64,112,272548,31,0
972,Faixa 0972,Artista 237,2018,trap,0.544,0.479,0.885,0.061,0.1272,0.129,0.02,-10.59,134,209228,36,0
973,Faixa 0973,Artista 333,2017,sertanejo,0.158,0.717,0.846,0.4,0.7244,0.069,0.332,-8.68,129,174019,0,0
974,Faixa 0974,Artista 147,2023,eletronica,0.56,0.592,0.422,0.24,0.0973,0.177,0.216,-6.58,89,224799,40,0
975,Faixa 0975,Artista 145,2019,trap,0.627,0.52,0.553,0.335,0.0286,0.055,0.125,-7.51,142,202772,31,0
976,Faixa 0976,Artista 063,2011,eletronica,0.569,0.781,0.537,0.403,0.0913,0.068,0.212,-4.17,138,176170,37,0
977,Faixa 0977,Artista 230,2016,mpb,0.881,0.717,0.565,0.161,0.2001,0.02,0.115,-9.18,132,195825,78,0
978,Faixa 0978,Artista 068,2014,rock,0.765,0.718,0.352,0.132,0.0466,0.163,0.03,-4.69,161,167495,84,0
979,Faixa 0979,Artista 037,2012,rock,0.721,0.809,0.42,0.209,0.1681,0.059,0.205,-11.72,100,166727,45,0
980,Faixa 0980,Artista 194,2021,trap,0.632,0.534,0.285,0.334,0.1857,0.258,0.131,-2.41,139,222483,57,0
981,Faixa 0981,Artista 177,2014,rock,0.958,0.611,0.209,0.16,0.2287,0.02,0.183,-11.53,91,173264,70,0
982,Faixa 0982,Artista 166,2018,trap,0.445,0.391,0.45,0.108,0.3569,0.029,0.194,-5.97,106,204725,17,0
983,Faixa 0983,Artista 158,2016,pop,0.622,0.99,0.158,0.235,0.1022,0.02,0.049,-7.37,90,190348,66,0
984,Faixa 0984,Artista 293,2022,trap,0.285,0.383,0.221,0.255,0.1308,0.265,0.128,-7.67,146,245146,0,0
985,Faixa 0985,Artista 231,2024,funk,0.624,0.522,0.25,0.283,0.225,0.347,0.182,-6.15,130,238017,17,0
986,Faixa 0986,Artista 008,2016,trap,0.723,0.489,0.542,0.19,0.0209,0.132,0.273,-6.94,169,290466,43,0
987,Faixa 0987,Artista 272,2010,mpb,0.535,0.69,0.333,0.19,0.087,0.027,0.274,-5.42,145,142984,58,0
988,Faixa 0988,Artista 241,2013,mpb,0.577,0.975,0.669,0.512,0.1386,0.072,0.098,-7.72,76,194442,62,0
989,Faixa 0989,Artista 320,2015,sertanejo,0.389,0.664,0.707,0.742,0.1194,0.063,0.068,-5.29,132,185346,51,0
990,Faixa 0990,Artista 275,2021,eletronica,0.57,0.7,0.805,0.321,0.0484,0.165,0.157,-5.45,111,206786,85,0
991,Faixa 0991,Artista 050,2019,funk,0.99,0.627,0.939,0.081,0.122,0.02,0.108,-10.47,146,191029,100,1
992,Faixa 0992,Artista 195,2024,pop,0.384,0.569,0.403,0.227,0.1961,0.026,0.15,-1.08,138,224286,0,0
993,Faixa 0993,Artista 275,2016,rock,0.611,0.75,0.762,0.444,0.1343,0.273,0.18,-8.55,126,282711,58,0
994,Faixa 0994,Artista 184,2018,pop,0.69,0.708,0.518,0.473,0.0935,0.106,0.228,-4.5,66,209594,71,0
995,Faixa 0995,Artista 277,2011,mpb,0.746,0.99,0.489,0.37,0.0744,0.064,0.158,-6.68,152,160673,80,0
996,Faixa 0996,Artista 208,2024,eletronica,0.533,0.734,0.536,0.227,0.1302,0.037,0.124,-9.4,115,182484,51,0
997,Faixa 0997,Artista 303,2018,mpb,0.68,0.62,0.562,0.199,0.1135,0.047,0.093,-5.03,160,202243,87,0
998,Faixa 0998,Artista 091,2019,sertanejo,0.886,0.702,0.647,0.273,0.2514,0.476,0.331,-4.18,73,325892,100,1
999,Faixa 0999,Artista 320,2020,funk,0.686,0.879,0.222,0.246,0.0497,0.119,0.229,-6.18,82,159032,100,1
1000,Faixa 1000,Artista 026,2010,sertanejo,0.523,0.76,0.269,0.556,0.1323,0.032,0.224,-13.01,105,280299,39,0
1001,Faixa 1001,Artista 038,2012,rock,0.819,0.747,0.619,0.069,0.0809,0.087,0.069,-9.9,162,171199,87,0
1002,Faixa 1002,Artista 054,2011,pop,0.69,0.721,0.03,0.094,0.2178,0.093,0.192,-4.22,106,145640,85,0
1003,Faixa 1003,Artista 207,2012,sertanejo,0.654,0.935,0.86,0.297,0.1549,0.321,0.226,-7.3,169,199752,89,0
1004,Faixa 1004,Artista 211,2020,trap,0.55,0.496,0.195,0.43,0.1564,0.095,0.071,-6.45,67,177401,4,0
1005,Faixa 1005,Artista 083,2019,rock,0.56,0.497,0.534,0.351,0.0651,0.02,0.136,-9.08,104,176280,13,0
1006,Faixa 1006,Artista 139,2020,rock,0.344,0.431,0.834,0.186,0.0617,0.054,0.18,-7.72,94,232994,11,0
1007,Faixa 1007,Artista 036,2024,eletronica,0.842,0.493,0.428,0.234,0.0476,0.068,0.165,-6.66,122,188821,75,0
1008,Faixa 1008,Artista 161,2024,rock,0.729,0.672,0.54,0.493,0.3551,0.093,0.086,-6.06,139,242311,70,0
1009,Faixa 1009,Artista 311,2010,eletronica,0.238,0.663,0.296,0.547,0.4179,0.094,0.088,-6.9,94,170847,15,0
1010,Faixa 1010,Artista 154,2013,sertanejo,0.472,0.516,0.441,0.147,0.1223,0.317,0.121,-12.79,107,161736,53,0
1011,Faixa 1011,Artista 190,2015,mpb,0.893,0.574,0.184,0.369,0.1312,0.045,0.331,-7.22,104,176023,39,0
1012,Faixa 1012,Artista 053,2020,funk,0.303,0.611,0.415,0.459,0.0383,0.074,0.304,-6.59,126,137763,7,0
1013,Faixa 1013,Artista 065,2020,eletronica,0.536,0.618,0.553,0.268,0.2922,0.112,0.331,-9.15,151,243536,64,0
1014,Faixa 1014,Artista 003,2016,rock,0.502,0.889,0.82,0.055,0.1763,0.28,0.297,-10.35,166,212673,40,0
1015,Faixa 1015,Artista 120,2020,sertanejo,0.822,0.562,0.099,0.129,0.081,0.131,0.343,-12.6,143,201354,66,0
1016,Faixa 1016,Artista 141,2021,pop,0.779,0.99,0.532,0.478,0.0177,0.047,0.029,-7.09,122,166513,100,1
1017,Faixa 1017,Artista 113,2016,sertanejo,0.402,0.54,0.056,0.439,0.0554,0.085,0.252,-3.23,148,191297,10,0
1018,Faixa 1018,Artista 060,2017,pop,0.805,0.578,0.394,0.103,0.1237,0.112,0.371,-6.7,102,171167,79,0
1019,Faixa 1019,Artista 256,2015,eletronica,0.504,0.48,0.615,0.146,0.1087,0.205,0.227,-10.41,89,160387,30,0
1020,Faixa 1020,Artista 290,2014,mpb,0.727,0.47,0.543,0.193,0.0135,0.037,0.25,-8.24,122,240979,53,0
1021,Faixa 1021,Artista 066,2022,rock,0.898,0.688,0.736,0.403,0.2561,0.117,0.159,-4.92,175,215617,100,1
1022,Faixa 1022,Artista 255,2021,mpb,0.535,0.47,0.574,0.593,0.0338,0.179,0.088,-5.94,103,208147,30,0
1023,Faixa 1023,Artista 249,2020,funk,0.551,0.608,0.533,0.216,0.0616,0.16,0.157,-9.18,134,210673,77,0
1024,Faixa 1024,Artista 094,2023,funk,0.427,0.713,0.52,0.635,0.2081,0.02,0.393,-8.33,79,213225,19,0
1025,Faixa 1025,Artista 342,2012,funk,0.662,0.589,0.266,0.433,0.3004,0.231,0.066,-8.48,139,135864,54,0
1026,Faixa 1026,Artista 191,2022,mpb,0.389,0.57,0.343,0.266,0.1642,0.42,0.145,-4.38,162,255874,13,0
1027,Faixa 1027,Artista 329,2013,mpb,0.828,0.413,0.536,0.469,0.1235,0.062,0.137,-7.77,136,134868,31,0
1028,Faixa 1028,Artista 200,2011,mpb,0.618,0.444,0.584,0.306,0.1049,0.325,0.22,-10.3,128,183978,49,0
1029,Faixa 1029,Artista 269,2019,pop,0.626,0.352,0.372,0.201,0.1657,0.278,0.063,-12.5,113,105534,15,0
1030,Faixa 1030,Artista 253,2022,mpb,0.569,0.928,0.513,0.157,0.2034,0.048,0.095,-8.62,127,166993,80,0
1031,Faixa 1031,Artista 139,2017,eletronica,0.56,0.716,0.467,0.188,0.1063,0.132,0.162,-7.56,111,137567,63,0
1032,Faixa 1032,Artista 319,2024,sertanejo,0.99,0.409,0.558,0.209,0.0272,0.027,0.279,-10.16,137,191897,100,1
1033,Faixa 1033,Artista 128,2015,trap,0.895,0.51,0.03,0.116,0.2964,0.104,0.038,-11.26,112,243075,46,0
1034,Faixa 1034,Artista 072,2015,mpb,0.539,0.405,0.603,0.171,0.0603,0.099,0.344,-8.6,147,221565,9,0
1035,Faixa 1035,Artista 157,2012,rock,0.771,0.34,0.355,0.13,0.1695,0.256,0.138,-4.56,106,170376,57,0
1036,Faixa 1036,Artista 259,2016,funk,0.404,0.922,0.841,0.277,0.1212,0.158,0.048,-6.42,115,284400,85,0
1037,Faixa 1037,Artista 258,2017,mpb,0.774,0.348,0.643,0.193,0.0771,0.032,0.406,-7.47,75,249486,77,0
1038,Faixa 1038,Artista 089,2011,sertanejo,0.647,0.777,0.349,0.269,0.4097,0.18,0.211,-5.79,126,200438,69,0
1039,Faixa 1039,Artista 174,2021,pop,0.788,0.369,0.67,0.665,0.072,0.09,0.194,-1.35,106,174858,73,0
1040,Faixa 1040,Artista 036,2010,rock,0.441,0.524,0.88,0.665,0.0411,0.239,0.187,-10.31,152,267996,25,0
1041,Faixa 1041,Artista 142,2016,pop,0.894,0.756,0.631,0.158,0.1258,0.032,0.032,-13.8,127,183666,91,0
1042,Faixa 1042,Artista 002,2020,pop,0.534,0.558,0.589,0.153,0.17,0.058,0.256,-13.4,106,222836,27,0
1043,Faixa 1043,Artista 290,2024,rock,0.544,0.702,0.455,0.178,0.0774,0.13,0.351,-1.0,144,192668,60,0
1044,Faixa 1044,Artista 328,2022,eletronica,0.598,0.84,0.347,0.795,0.2753,0.094,0.162,-4.97,103,137485,36,0
1045,Faixa 1045,Artista 054,2023,eletronica,0.806,0.491,0.681,0.35,0.114,0.095,0.061,-8.98,115,184657,47,0
1046,Faixa 1046,Artista 271,2023,funk,0.404,0.687,0.579,0.321,0.1288,0.021,0.061,-7.11,110,279630,0,0
1047,Faixa 1047,Artista 253,2016,mpb,0.55,0.444,0.454,0.14,0.0789,0.092,0.256,-7.31,120,214725,15,0
1048,Faixa 1048,Artista 008,2010,sertanejo,0.571,0.668,0.502,0.483,0.1741,0.048,0.121,-8.63,120,219325,35,0
1049,Faixa 1049,Artista 231,2017,trap,0.721,0.449,0.618,0.469,0.0995,0.312,0.136,-7.01,118,152444,66,0
1050,Faixa 1050,Artista 063,2023,pop,0.33,0.528,0.421,0.21,0.0186,0.178,0.177,-5.46,177,239991,0,0
